checkpoint_id,selection_bin,draw,blocks_per_estimator,sequences_per_estimator,population_sequence_ess,sample_sequence_ess,raw_gradient_squared_error,ppo_gradient_squared_error,formula_prefers_ppo,fitted_ess_prefers_ppo,effective_count_prefers_ppo,fixed_ess_prefers_ppo
2.0,1.0,39.0,2.0,256.0,4.0801509632285453e-05,0.012444685860492003,4.444419161866064,4.457496543369057,1.0,1.0,1.0,1.0
2.0,1.0,39.0,4.0,512.0,4.0801509632285453e-05,0.01036727608403597,1.0442910166113557,1.0535145965309076,1.0,1.0,1.0,1.0
2.0,1.0,39.0,8.0,1024.0,4.0801509632285453e-05,0.012323247531968883,0.2636079414994403,0.271293018694795,1.0,0.0,1.0,1.0
2.0,1.0,40.0,1.0,128.0,4.0801509632285453e-05,0.21222634343994642,0.04303639028327471,0.017864351220799407,1.0,1.0,1.0,1.0
2.0,1.0,40.0,2.0,256.0,4.0801509632285453e-05,0.1398693561941419,0.011403787056503398,0.006398188853758799,1.0,1.0,1.0,1.0
2.0,1.0,40.0,4.0,512.0,4.0801509632285453e-05,0.040186889641067765,0.008262839227555612,0.0033142005133865154,1.0,1.0,1.0,1.0
2.0,1.0,40.0,8.0,1024.0,4.0801509632285453e-05,0.02402550115108176,0.009402056253794177,0.005325720556770733,1.0,0.0,1.0,1.0
2.0,1.0,41.0,1.0,128.0,4.0801509632285453e-05,0.11151909789029144,0.00414709434471607,0.004497670246320785,1.0,1.0,1.0,1.0
2.0,1.0,41.0,2.0,256.0,4.0801509632285453e-05,0.07456977431258455,0.0018806144243879801,0.0018929478895018201,1.0,1.0,1.0,1.0
2.0,1.0,41.0,4.0,512.0,4.0801509632285453e-05,0.060140508812734104,0.002683030698585566,0.002419838391120973,1.0,1.0,1.0,1.0
2.0,1.0,41.0,8.0,1024.0,4.0801509632285453e-05,0.036721642066307805,0.0020820302583967137,0.002174033655935048,1.0,0.0,1.0,1.0
2.0,1.0,42.0,1.0,128.0,4.0801509632285453e-05,0.07946436268519372,0.07102019147257492,0.07261014241284355,1.0,1.0,1.0,1.0
2.0,1.0,42.0,2.0,256.0,4.0801509632285453e-05,0.0916804426590394,0.018654836296758875,0.016431214141436414,1.0,1.0,1.0,1.0
2.0,1.0,42.0,4.0,512.0,4.0801509632285453e-05,0.07643340748400582,0.0123402024358924,0.011066726070811071,1.0,1.0,1.0,1.0
2.0,1.0,42.0,8.0,1024.0,4.0801509632285453e-05,0.030595173439032397,0.0040697862447937605,0.003966829574795288,1.0,0.0,1.0,1.0
2.0,1.0,43.0,1.0,128.0,4.0801509632285453e-05,0.017508495141177395,0.003412836216251979,0.002382998382549674,1.0,1.0,1.0,1.0
2.0,1.0,43.0,2.0,256.0,4.0801509632285453e-05,0.015926920010782792,0.0023172998540879246,0.0016027979954660516,1.0,1.0,1.0,1.0
2.0,1.0,43.0,4.0,512.0,4.0801509632285453e-05,0.015288288057828952,0.005891967958233641,0.002072515573982767,1.0,1.0,1.0,1.0
2.0,1.0,43.0,8.0,1024.0,4.0801509632285453e-05,0.01830429845977267,0.0029970909760980813,0.0019667849034505714,1.0,0.0,1.0,1.0
2.0,1.0,44.0,1.0,128.0,4.0801509632285453e-05,0.009864724932582126,4.414388753004401,4.404782695211067,1.0,1.0,1.0,1.0
2.0,1.0,44.0,2.0,256.0,4.0801509632285453e-05,0.011310463220772416,1.3529052347499988,1.3383673086317405,1.0,1.0,1.0,1.0
2.0,1.0,44.0,4.0,512.0,4.0801509632285453e-05,0.009266063603071967,0.33302285437801293,0.3333012566358172,1.0,1.0,1.0,1.0
2.0,1.0,44.0,8.0,1024.0,4.0801509632285453e-05,0.00884938327086605,0.09355755116999137,0.09355555950518135,1.0,0.0,1.0,1.0
