replication,method,threshold,update,rollout_cycle,minibatch,population_value,population_rho,sample_rho,chosen_ppo,raw_risk,ppo_risk
2.0,raw,nan,12.0,2.0,4.0,0.4596676614830776,0.9962605147038353,0.9965873253609595,0.0,nan,nan
2.0,raw,nan,13.0,2.0,5.0,0.46137960040788467,0.9959078178190517,0.9972731658897865,0.0,nan,nan
2.0,raw,nan,14.0,2.0,6.0,0.46332722287159256,0.995885404171619,0.9964052208666078,0.0,nan,nan
2.0,raw,nan,15.0,2.0,7.0,0.463830118843344,0.9936187517710701,0.9919374289023538,0.0,nan,nan
2.0,raw,nan,16.0,2.0,8.0,0.4653342269246177,0.9888898055790234,0.9879813279767709,0.0,nan,nan
2.0,raw,nan,17.0,3.0,1.0,0.4674315690661495,1.0,1.0,0.0,nan,nan
2.0,raw,nan,18.0,3.0,2.0,0.46800829159174195,0.9983858531582379,0.9982591038446652,0.0,nan,nan
2.0,raw,nan,19.0,3.0,3.0,0.46897420500299875,0.9981342314633844,0.9983603428116086,0.0,nan,nan
2.0,raw,nan,20.0,3.0,4.0,0.47015557936719365,0.9967924386275766,0.997905339379334,0.0,nan,nan
2.0,raw,nan,21.0,3.0,5.0,0.47244174049824955,0.9951626641778383,0.9966380469885984,0.0,nan,nan
2.0,raw,nan,22.0,3.0,6.0,0.4741464665374252,0.9916315937488559,0.9926601355879319,0.0,nan,nan
2.0,raw,nan,23.0,3.0,7.0,0.47662789211273826,0.9865389097869933,0.9851127918257011,0.0,nan,nan
2.0,raw,nan,24.0,3.0,8.0,0.47866528710327594,0.9875972005417916,0.9877669047482942,0.0,nan,nan
2.0,raw,nan,25.0,4.0,1.0,0.4797162104143454,1.0,1.0,0.0,nan,nan
2.0,raw,nan,26.0,4.0,2.0,0.48175342635746127,0.9995634359175154,0.9997446824612222,0.0,nan,nan
2.0,raw,nan,27.0,4.0,3.0,0.4835985510741081,0.9986880438059637,0.9988887886475575,0.0,nan,nan
2.0,raw,nan,28.0,4.0,4.0,0.4851852058243353,0.9975871550318949,0.9976667973816071,0.0,nan,nan
2.0,raw,nan,29.0,4.0,5.0,0.48704445807431385,0.9962045723601036,0.9954859514823946,0.0,nan,nan
2.0,raw,nan,30.0,4.0,6.0,0.4885800251508211,0.9931454110322069,0.9938853959549763,0.0,nan,nan
2.0,raw,nan,31.0,4.0,7.0,0.4900124323889771,0.9926245940859025,0.9934369436619561,0.0,nan,nan
2.0,raw,nan,32.0,4.0,8.0,0.49171979741309846,0.9916344169260756,0.994752759327768,0.0,nan,nan
2.0,raw,nan,33.0,5.0,1.0,0.49415959472218124,1.0,1.0,0.0,nan,nan
2.0,raw,nan,34.0,5.0,2.0,0.4954018837780369,0.9970136222556627,0.9985372890602027,0.0,nan,nan
2.0,raw,nan,35.0,5.0,3.0,0.4969351891874448,0.9960665985451511,0.9969149553973393,0.0,nan,nan
2.0,raw,nan,36.0,5.0,4.0,0.4983298462126793,0.9928848678258939,0.9916541408671661,0.0,nan,nan
2.0,raw,nan,37.0,5.0,5.0,0.4993001544313457,0.9931207893522869,0.9935914243957427,0.0,nan,nan
2.0,raw,nan,38.0,5.0,6.0,0.5004247956049048,0.9936078655861945,0.992738793948292,0.0,nan,nan
2.0,raw,nan,39.0,5.0,7.0,0.5016338979829028,0.9915440032436296,0.993818573063143,0.0,nan,nan
2.0,raw,nan,40.0,5.0,8.0,0.5028646108409863,0.989326909981129,0.9919158095811391,0.0,nan,nan
2.0,ppo,nan,0.0,0.0,0.0,0.4381825474072605,1.0,1.0,0.0,nan,nan
2.0,ppo,nan,1.0,1.0,1.0,0.43981808428418884,1.0,1.0,1.0,nan,nan
