batch_size,ppo_epsilon,path_scale,population_rho,population_value,signal_sq,raw_risk,ppo_risk,risk_ratio,raw_bias_sq,ppo_bias_sq,raw_variance,ppo_variance
4,0.05,0.275,0.7134686904274344,0.5180782621935649,0.010892620836175933,0.6375606546820201,0.03526918776066082,0.05531895279555972,2.1602446904061653e-34,0.010344357246724245,2.5502426187280802,0.09969932205574629
4,0.05,0.30000000000000004,0.6812072243839136,0.5396384012252888,0.010256432845268818,0.6278021002695321,0.033392153897553706,0.05318898086390213,2.017256609014995e-34,0.009766025998884067,2.5112084010781284,0.09450451159467854
4,0.05,0.325,0.650779235740415,0.5604889223869394,0.009565875044339915,0.6158059966641715,0.03199446204193697,0.051955424622773014,1.972947708825006e-34,0.009134715136731784,2.463223986656686,0.09143898762082074
4,0.05,0.35000000000000003,0.6223364496176734,0.5805756725257354,0.00884507676724903,0.6019956339508575,0.03036639250788664,0.050442878312246246,1.574486749601607e-34,0.008465514841637623,2.40798253580343,0.08760351066499607
4,0.05,0.375,0.5959321775560316,0.5998592570807411,0.00811525708871039,0.586780357559872,0.028910143123807294,0.04926910512824631,1.27323338958053e-34,0.007784239155688054,2.347121430239488,0.08450361587247696
4,0.05,0.4,0.571547901593196,0.6183137978207707,0.00739415355389237,0.5705404515337111,0.027352632425537666,0.04794161807810309,1.6741988320473723e-34,0.007124140744649333,2.2821618061348445,0.08091396672355333
4,0.05,0.42500000000000004,0.5491155799483926,0.6359254852904084,0.006695836840728666,0.5536175367092531,0.025855766435414818,0.04670330096315872,1.4779318813704127e-34,0.006468976275398686,2.2144701468370123,0.07754716064006452
4,0.05,0.45,0.5285353544076004,0.6526910320529007,0.006030823114969968,0.5363096057079263,0.024437409086882085,0.045565861261471934,1.4531810462469555e-34,0.00584442997126605,2.145238422831705,0.07437191646246413
4,0.05,0.47500000000000003,0.5096889865763955,0.6686161122412354,0.0054063909559273135,0.518869676068961,0.02324200615723718,0.04479353338457223,1.2114450601440478e-34,0.005251166084801729,2.075478704275844,0.0719633602897418
4,0.05,0.5,0.49244965127361556,0.6837138521014535,0.0048270179337187415,0.5015070647514323,0.022108447861594393,0.04408402077556427,1.2082833299825415e-34,0.004700932273248935,2.006028259005729,0.06963006235338183
4,0.05,0.525,0.47668879721023333,0.6980034169912464,0.004294867361259015,0.48439040527850874,0.021266619780739227,0.04390388320865194,9.93809591908179e-35,0.004189874558519567,1.937561621114035,0.06830698088887864
4,0.05,0.55,0.46228074592912205,0.7115087237353186,0.0038102736924547588,0.46765169036148335,0.02043099832751331,0.04368849455397167,9.806706650048133e-35,0.0037233910753940065,1.8706067614459334,0.06683042900847722
4,0.05,0.5750000000000001,0.44910560577621966,0.7242572937661381,0.0033721922378879554,0.4513907916051749,0.019892050425215323,0.04406835672140741,8.400394676829968e-35,0.003305566789842939,1.8055631664206997,0.06634593454148953
4,0.05,0.6000000000000001,0.4370509679362457,0.7362792520889067,0.0029785934732506313,0.43568006225690425,0.019014385464851038,0.043643001165472116,9.735702297589166e-35,0.0029343552652552783,1.742720249027617,0.06432012079838303
4,0.05,0.625,0.4260127471816213,0.7476064695292359,0.0026267934851032116,0.4205687585696243,0.018325179750955104,0.043572375212272,1.2089939002662782e-34,0.002598191939108912,1.6822750342784971,0.06290795124738477
4,0.05,0.65,0.4158954401284393,0.758271840540209,0.002313720042519553,0.4060871174044471,0.01770034547480827,0.04358755724126902,6.762968377023388e-35,0.002293101073148447,1.6243484696177883,0.06162897760663928
4,0.05,0.675,0.40661200097885625,0.768308685606942,0.0020361188345718903,0.392250003813572,0.01724547909718778,0.043965529457035225,5.97203600675641e-35,0.002030982376991039,1.569000015254288,0.06085798688078696
4,0.05,0.7000000000000001,0.39808347808326483,0.7777502655510481,0.0017907071822605696,0.37906009627113113,0.01652071487975223,0.043583365915507565,6.345089675242007e-35,0.0017907898928889133,1.5162403850845245,0.05891969994745327
4,0.05,0.7250000000000001,0.39023851187919173,0.7866293944123814,0.0015742836450584438,0.36651061336901714,0.016071535342733985,0.04385012263356351,6.095473851970933e-35,0.0015757082580356808,1.4660424534760685,0.05798330833879322
4,0.05,0.75,0.3830127631979974,0.7949781377417252,0.0013838019486426428,0.35458760840559855,0.015644543113739303,0.04412038870756064,5.490918045607838e-35,0.0013877884813931528,1.4183504336223942,0.057027018529384604
4,0.05,0.775,0.37634831807662733,0.8028275838116454,0.001216417002348307,0.3432718710335262,0.015212981890405378,0.04431758956713228,4.4556495761472846e-35,0.0012229442825998395,1.3730874841341048,0.055960150431222155
4,0.05,0.8,0.37019309894150987,0.8102076762402578,0.0010695097773339823,0.3325404809650938,0.014787206608487898,0.044467388047231715,5.850603375748678e-35,0.00107651710316963,1.3301619238603752,0.05484275802127307
4,0.05,0.8250000000000001,0.36450030063310246,0.8171470976734555,0.0009406967016685706,0.3223680599472668,0.014821914662769655,0.04597823576316536,4.989244234351733e-35,0.0009476667501082293,1.2894722397890672,0.055496991650645706
4,0.05,0.8500000000000001,0.3592278618858165,0.823673195377894,0.0008278281364868317,0.3127277665107357,0.014365291194545743,0.04593545163842237,5.300635514647806e-35,0.0008350659085922263,1.2509110660429428,0.054120901143814064
