checkpoint_id,replication,rollout_batch,minibatch,selection_bin,minibatches_per_estimator,sequences_per_diagnostic,population_sequence_ess,training_sample_ess,mean_diagnostic_sample_ess,raw_gradient_mse,ppo_gradient_mse,raw_minus_ppo_mse,ppo_mse_reduction_pct,raw_relative_gain_pct,ppo_relative_gain_pct,ppo_minus_raw_gain_pct,diagnostic_draws
10.0,3.0,6.0,10.0,2.0,4.0,512.0,0.047291722024109105,0.21993648006544866,0.18194099282957615,0.03941154722945359,0.03919083340848184,0.0002207138209717604,0.5600232330052077,-0.4280769103508011,-2.3726583176381637,-1.944581407287362,32.0
11.0,6.0,6.0,14.0,2.0,1.0,128.0,0.07322635077569153,0.14289026212974268,0.25093057232202,0.22255860068386557,0.002179099598266181,0.2203795010855994,99.02088726673767,11.044943456065777,0.12334583347835433,-10.921597622587424,32.0
11.0,6.0,6.0,14.0,2.0,4.0,512.0,0.07322635077569153,0.14289026212974268,0.1670604519872244,0.03343509983103266,0.0021712322421178556,0.03126386758891481,93.50612902880393,12.988302453770055,0.07250217662205626,-12.915800277148001,32.0
12.0,8.0,4.0,15.0,2.0,1.0,128.0,0.04891045965014687,0.6267363079510828,0.21711692729592935,0.06082167736833889,0.03945810437911894,0.02136357298921996,35.124932283339,-2.6884288147144253,-2.7365032107461555,-0.04807439603173064,32.0
12.0,8.0,4.0,15.0,2.0,4.0,512.0,0.04891045965014687,0.6267363079510828,0.14471609334956453,0.02847232074678693,0.029004798161990572,-0.0005324774152036414,-1.870158108779141,0.43753956293012813,-0.45106539172045246,-0.8886049546505808,32.0
13.0,11.0,1.0,14.0,2.0,1.0,128.0,0.03852944704309504,0.3674425241179592,0.24759860809185763,0.025392930337253046,0.011400845256378194,0.013992085080874853,55.102285931716885,0.5394294669758783,-0.33178264291521353,-0.8712121098910919,32.0
13.0,11.0,1.0,14.0,2.0,4.0,512.0,0.03852944704309504,0.3674425241179592,0.16462950116600925,0.005855658732853345,0.004267354446588341,0.0015883042862650046,27.12426319098442,2.493621866277839,0.6918561964222119,-1.801765669855627,32.0
14.0,15.0,7.0,10.0,2.0,1.0,128.0,0.07455823162848335,0.42148242557013826,0.30069742115736076,1.332325858977276,1.3293333199782014,0.0029925389990744563,0.22461014164895052,-1.4782440303100983,-1.2217621178945879,0.25648191241551066,32.0
14.0,15.0,7.0,10.0,2.0,4.0,512.0,0.07455823162848335,0.42148242557013826,0.20841884576944608,0.09250667244515924,0.09230898944231111,0.00019768300284810894,0.21369593957160377,1.0499830279590978,0.4533295169644207,-0.5966535109946771,32.0
15.0,16.0,1.0,15.0,2.0,1.0,128.0,0.04266423924961842,0.18372091457769604,0.3195290093736317,0.02700829917503527,0.010640734235263303,0.01636756493977197,60.60198324114053,0.9753604291389433,0.13950354507227458,-0.8358568840666687,32.0
