checkpoint_id,replication,rollout_batch,minibatch,selection_bin,draw,minibatches_per_estimator,population_sequence_ess,training_sample_ess,diagnostic_sample_ess,effective_sequences,sequences_per_diagnostic,raw_gradient_squared_error,ppo_gradient_squared_error,raw_minus_ppo_squared_error,raw_relative_gain_pct,ppo_relative_gain_pct,ppo_minus_raw_gain_pct
1.0,0.0,8.0,14.0,1.0,30.0,4.0,0.011227026110229089,0.4128898551835551,0.10634695408015458,54.44964048903915,512.0,0.008616156701875835,0.003595578540832161,0.005020578161043674,0.4099010737077274,0.7459362936785392,0.3360352199708118
1.0,0.0,8.0,14.0,1.0,31.0,1.0,0.011227026110229089,0.4128898551835551,0.04481453074216078,5.73625993499658,128.0,0.0359646414628847,0.035297163508616065,0.000667477954268636,-2.787567263769993,-2.378789332155823,0.40877793161417
1.0,0.0,8.0,14.0,1.0,31.0,4.0,0.011227026110229089,0.4128898551835551,0.05603472120976266,28.689777259398483,512.0,0.14420964403322303,0.15932041740292474,-0.015110773369701708,-6.472583895986931,-7.00895968196348,-0.5363757859765492
1.0,0.0,8.0,14.0,1.0,32.0,1.0,0.011227026110229089,0.4128898551835551,0.17491849526995568,22.389567394554327,128.0,0.026716323063018257,0.02832155136314596,-0.0016052283001277041,1.0162388516568055,0.8230287351020321,-0.19321011655477338
1.0,0.0,8.0,14.0,1.0,32.0,4.0,0.011227026110229089,0.4128898551835551,0.11837840207139966,60.609741860556625,512.0,0.27785969999789045,0.2759870559255901,0.0018726440723003668,-9.192615890866417,-9.30401661880331,-0.11140072793689271
2.0,2.0,1.0,14.0,1.0,1.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.2736289799505625,35.024509433672,128.0,0.02600690716404031,0.009300867150913158,0.01670604001312715,6.400167532904866,0.33830184326538404,-6.061865689639482
2.0,2.0,1.0,14.0,1.0,1.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.049732346124690935,25.46296121584176,512.0,0.013092998640009885,0.004670577059115999,0.008422421580893886,2.969138879007995,0.9125910270470913,-2.0565478519609037
2.0,2.0,1.0,14.0,1.0,2.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.14788975045834293,18.929888058667895,128.0,0.0017513855740862914,0.0029058667706539625,-0.0011544811965676712,3.0273819687781844,2.7005882562779346,-0.3267937125002498
2.0,2.0,1.0,14.0,1.0,2.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.031437361939833104,16.09592931319455,512.0,0.007367836143545212,0.0024486799521980743,0.004919156191347138,3.183098205864673,1.6597377873541275,-1.5233604185105456
2.0,2.0,1.0,14.0,1.0,3.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.02000927449606911,2.561187135496846,128.0,3.810812845501293,3.8523624395949696,-0.041549594093676756,-98.64083781679362,-98.80296895870232,-0.16213114190870215
2.0,2.0,1.0,14.0,1.0,3.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.0076094205499479565,3.8960233215733537,512.0,0.23840225439160798,0.24665650797298855,-0.008254253581380572,-26.16949988870638,-29.695298040524214,-3.5257981518178347
2.0,2.0,1.0,14.0,1.0,4.0,1.0,4.0801509632285453e-05,0.08188554114997618,0.047381672784872784,6.064854116463716,128.0,0.012947452370387254,0.015684662156694024,-0.0027372097863067706,0.057791511385876126,-2.379045675266233,-2.436837186652109
2.0,2.0,1.0,14.0,1.0,4.0,4.0,4.0801509632285453e-05,0.08188554114997618,0.05368013611350415,27.484229690114123,512.0,0.003384292690741357,0.0031782898239162746,0.00020600286682508247,2.218248051019228,-0.45872859008348854,-2.6769766411027165
