initialization_scale,batch_size,epochs,updates,learning_rate,eta_max,initial_test_value,raw_final_test,ppo_final_test,final_raw_minus_ppo,max_early_raw_advantage,max_early_update,persistent_crossover_update,minimum_raw_rho,minimum_raw_effective_count,minimum_ppo_rho,raw_peak_drop,transition_visible,score
1.05,8,2,956,0.14,0.1723701304874997,0.8423815621934049,0.8605302492367679,0.8571994016975439,0.003330847539223969,0.00019280138701560645,120,-1,0.9596251841922088,7.67700147353767,0.9865259404761801,0.0,0.0,0.019280138701560645
1.2,16,1,239,0.14,0.1723701304874997,0.8656612919933122,0.8676985020314165,0.8682854215146701,-0.0005869194832536229,-0.0004099117959392995,20,40,0.9883172443426407,15.81307590948225,0.9952129799639321,0.0,0.0,0.017700768731432337
1.2,4,2,1912,0.1,0.1723701304874997,0.8656612919933122,0.8746279296135052,0.8756275358935085,-0.0009996062800032846,-0.0008329048698013652,20,1740,0.9330986881063088,3.732394752425235,0.9828076170076521,0.0005633262108016845,0.0,0.01667014102019193
1.15,16,2,478,0.1,0.1723701304874997,0.8589333429753235,0.8631181261770424,0.8634296875397609,-0.0003115613627184821,-0.00014797199075089473,60,460,0.9890262818914242,15.824420510262787,0.9962420238359005,0.00010369022874645584,0.0,0.016358937196758738
0.9,16,2,478,0.1689227278777497,0.1723701304874997,0.8067083482427954,0.8351609181041404,0.8282021975094631,0.006958720594677281,0.00015854190251640699,60,-1,0.9754458746838492,15.607133994941588,0.9904460111523244,0.0,0.0,0.0158541902516407
1.2,8,2,956,0.1,0.1723701304874997,0.8656612919933122,0.8715791666463467,0.8719305872625418,-0.00035142061619508613,-0.0001988294764144749,20,900,0.9745043119183283,7.7960344953466265,0.9921150217092816,0.0,0.0,0.015259113978061123
1.05,16,2,478,0.14,0.1723701304874997,0.8423815621934049,0.8533186858594279,0.852044897142784,0.0012737887166439643,0.00014612886003528835,60,-1,0.9835343294711519,15.736549271538431,0.9948749726491585,0.0,0.0,0.014612886003528835
1.1,16,2,478,0.1,0.1723701304874997,0.8512308550922029,0.8567228247061083,0.8569823429274523,-0.0002595182213440683,-0.00014245995965533886,60,80,0.9878416427312808,15.805466283700493,0.9961205053734457,0.0,0.0,0.011705826168872946
1.15,16,2,478,0.14,0.1723701304874997,0.8589333429753235,0.8645313383663822,0.864868291335793,-0.00033695296941083086,-0.00022782349534677948,60,460,0.9848154745043173,15.757047592069076,0.9944947182332224,0.000219977218379519,0.0,0.010912947406405138
1.1,16,1,239,0.14,0.1723701304874997,0.8512308550922029,0.8548499284000769,0.8553652807129806,-0.0005153523129036719,-0.0004211658917874228,40,60,0.9843501031835512,15.74960165093682,0.9941155554235029,0.0,0.0,0.009418642111624909
1.15,16,1,239,0.1,0.1723701304874997,0.8589333429753235,0.8612022530060683,0.8614791984171246,-0.000276945411056273,-0.00019432277652375873,20,40,0.9908329444765054,15.853327111624086,0.9962420238359005,0.0,0.0,0.008262263453251428
